citation_number,location,plate_state,plate_number,vin,issue_date,due_date,status,amount_due,more_info_url,issuing_agency,comments,violations,image_urls,scraped_at
10515866,Church St,MI,1MBR77,,2025-09-05 16:50:00-04:00,,OPEN,70.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6IjBiNTJmNGVlLTk5OGEtZjAxMS04ZTU3LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI",PHOTO(S)TAKENTRAFFICHAZARD,"[""A23 C126 10:54 A23-OBSTRUCTING TRAFFIC WITH PARKED VEHICLE""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=0b52f4ee-998a-f011-8e57-001dd8b724b7&MediaId=72ba5a02-9a8a-f011-8e57-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=0b52f4ee-998a-f011-8e57-001dd8b724b7&MediaId=9fba5a02-9a8a-f011-8e57-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=0b52f4ee-998a-f011-8e57-001dd8b724b7&MediaId=a3ba5a02-9a8a-f011-8e57-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=0b52f4ee-998a-f011-8e57-001dd8b724b7&MediaId=aaba5a02-9a8a-f011-8e57-001dd8b724b7""]",2025-09-24 17:15:20.189223-04:00
10515867,Koch Ave,MI,UL338,,2025-09-08 12:04:00-04:00,,OPEN,70.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6IjE3MzNjMGMwLWNkOGMtZjAxMS04ZTU3LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI","PHOTO(S)TAKENMARKSANDTAGINTACT,","[""A25 C126 10:136 (1,2,4) A25-ABANDONED VEHICLE""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=1733c0c0-cd8c-f011-8e57-001dd8b724b7&MediaId=27fa97ee-cd8c-f011-8e57-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=1733c0c0-cd8c-f011-8e57-001dd8b724b7&MediaId=33fa97ee-cd8c-f011-8e57-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=1733c0c0-cd8c-f011-8e57-001dd8b724b7&MediaId=34fa97ee-cd8c-f011-8e57-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=1733c0c0-cd8c-f011-8e57-001dd8b724b7&MediaId=35fa97ee-cd8c-f011-8e57-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=1733c0c0-cd8c-f011-8e57-001dd8b724b7&MediaId=36fa97ee-cd8c-f011-8e57-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=1733c0c0-cd8c-f011-8e57-001dd8b724b7&MediaId=a2fd6df5-cd8c-f011-8e57-001dd8b724b7""]",2025-09-24 17:15:25.019175-04:00
10515868,Lawrence St,MI,DF02560,,2025-09-08 14:55:00-04:00,,OPEN,70.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6ImYwMGIyYTgwLWU1OGMtZjAxMS04ZTU3LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI","PHOTO(S)TAKENMARKSANDTAGINTACT,","[""A25 C126 10:136 (1,2,4) A25-ABANDONED VEHICLE""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=f00b2a80-e58c-f011-8e57-001dd8b724b7&MediaId=16326115-e68c-f011-8e57-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=f00b2a80-e58c-f011-8e57-001dd8b724b7&MediaId=6b336115-e68c-f011-8e57-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=f00b2a80-e58c-f011-8e57-001dd8b724b7&MediaId=12356115-e68c-f011-8e57-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=f00b2a80-e58c-f011-8e57-001dd8b724b7&MediaId=6b6b591b-e68c-f011-8e57-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=f00b2a80-e58c-f011-8e57-001dd8b724b7&MediaId=da6c591b-e68c-f011-8e57-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=f00b2a80-e58c-f011-8e57-001dd8b724b7&MediaId=b46e591b-e68c-f011-8e57-001dd8b724b7""]",2025-09-24 17:15:30.400119-04:00
10515873,Oxford Rd,MI,MC0947KS,,2025-09-11 10:05:00-04:00,,OPEN,35.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6IjdjY2I5MTdhLTE4OGYtZjAxMS04ZTU3LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI","TOWAWAYZONE,SIGNSPOSTEDPHOTO(S)","[""A04 C126 10:59 (1) A04-PARKED IN NO PARKING ZONE SIGNED""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=7ccb917a-188f-f011-8e57-001dd8b724b7&MediaId=0320f4af-188f-f011-8e57-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=7ccb917a-188f-f011-8e57-001dd8b724b7&MediaId=f39d63b6-188f-f011-8e57-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=7ccb917a-188f-f011-8e57-001dd8b724b7&MediaId=f69d63b6-188f-f011-8e57-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=7ccb917a-188f-f011-8e57-001dd8b724b7&MediaId=f79d63b6-188f-f011-8e57-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=7ccb917a-188f-f011-8e57-001dd8b724b7&MediaId=f3399d57-198f-f011-8e57-001dd8b724b7""]",2025-09-24 17:15:39.355406-04:00
10515875,Cambridge Rd,MI,0QYE01,,2025-09-12 13:38:00-04:00,,OPEN,35.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6ImQzZmVmNzhlLWZmOGYtZjAxMS04ZTU4LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI","PHOTO(S)TAKENTOWAWAYZONE,SIGNS","[""A04 C126 10:59 (1) A04-PARKED IN NO PARKING ZONE SIGNED""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=d3fef78e-ff8f-f011-8e58-001dd8b724b7&MediaId=7d8d209d-1f90-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=d3fef78e-ff8f-f011-8e58-001dd8b724b7&MediaId=818d209d-1f90-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=d3fef78e-ff8f-f011-8e58-001dd8b724b7&MediaId=e5e218a3-1f90-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=d3fef78e-ff8f-f011-8e58-001dd8b724b7&MediaId=d36580aa-1f90-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=d3fef78e-ff8f-f011-8e58-001dd8b724b7&MediaId=70024e69-9890-f011-8e58-001dd8b724b7""]",2025-09-24 17:15:45.532210-04:00
10515882,E University Ave,IL,EP55733,,2025-09-13 08:41:00-04:00,,OPEN,25.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6ImZkZTMzOTM2LWEyOTAtZjAxMS04ZTU4LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI",SPACE:4647NOPAYMENTSINCE:6:00,"[""A01 C126 10:72 (1) A01-PARKED AT EXPIRED METER""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=fde33936-a290-f011-8e58-001dd8b724b7&MediaId=56bc797f-a290-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=fde33936-a290-f011-8e58-001dd8b724b7&MediaId=92b77085-a290-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=fde33936-a290-f011-8e58-001dd8b724b7&MediaId=bbb77085-a290-f011-8e58-001dd8b724b7""]",2025-09-24 17:15:56.563656-04:00
10515885,E University Ave,TN,130BNJM,,2025-09-13 08:52:00-04:00,,OPEN,35.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6IjJmYTMzYjNjLWEyOTAtZjAxMS04ZTU4LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI",PHOTO(S)TAKENSEC10:1384(3)TABH,"[""A29 C126 10:138 (3) A29-PARKING OTHER""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=2fa33b3c-a290-f011-8e58-001dd8b724b7&MediaId=2a20ad5a-a290-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=2fa33b3c-a290-f011-8e58-001dd8b724b7&MediaId=3920ad5a-a290-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=2fa33b3c-a290-f011-8e58-001dd8b724b7&MediaId=2c9ca660-a290-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=2fa33b3c-a290-f011-8e58-001dd8b724b7&MediaId=b39ca660-a290-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=2fa33b3c-a290-f011-8e58-001dd8b724b7&MediaId=be9ca660-a290-f011-8e58-001dd8b724b7""]",2025-09-24 17:16:02.854489-04:00
10515887,Monroe St,MI,9PTE37,,2025-09-13 09:06:00-04:00,,OPEN,25.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6IjFjYzg5OTRjLWEzOTAtZjAxMS04ZTU4LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI",SPACE:4892NOPAYMENTSINCE:5:32,"[""A01 C126 10:72 (1) A01-PARKED AT EXPIRED METER""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=1cc8994c-a390-f011-8e58-001dd8b724b7&MediaId=a8eb9152-a390-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=1cc8994c-a390-f011-8e58-001dd8b724b7&MediaId=abeb9152-a390-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=1cc8994c-a390-f011-8e58-001dd8b724b7&MediaId=49ed9152-a390-f011-8e58-001dd8b724b7""]",2025-09-24 17:16:07.915152-04:00
10515890,Church St,FL,19ECGY,,2025-09-13 09:27:00-04:00,,OPEN,35.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6ImMyNDlhZDgzLWE1OTAtZjAxMS04ZTU4LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI",PHOTO(S)TAKENSEC10:1384(3)TABE,"[""A29 C126 10:138 (3) A29-PARKING OTHER""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=c249ad83-a590-f011-8e58-001dd8b724b7&MediaId=ba5b1793-a590-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=c249ad83-a590-f011-8e58-001dd8b724b7&MediaId=dd859799-a590-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=c249ad83-a590-f011-8e58-001dd8b724b7&MediaId=de859799-a590-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=c249ad83-a590-f011-8e58-001dd8b724b7&MediaId=df859799-a590-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=c249ad83-a590-f011-8e58-001dd8b724b7&MediaId=e0859799-a590-f011-8e58-001dd8b724b7""]",2025-09-24 17:16:15.752183-04:00
10515894,Washtenaw Ct,MI,8MWV09,,2025-09-13 09:34:00-04:00,,OPEN,25.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6ImNiYzY3NWEyLWE2OTAtZjAxMS04ZTU4LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI",SPACE:5648NOPAYMENTSINCE:3:02,"[""A01 C126 10:72 (1) A01-PARKED AT EXPIRED METER""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=cbc675a2-a690-f011-8e58-001dd8b724b7&MediaId=a8b814b6-a690-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=cbc675a2-a690-f011-8e58-001dd8b724b7&MediaId=abb814b6-a690-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=cbc675a2-a690-f011-8e58-001dd8b724b7&MediaId=adb814b6-a690-f011-8e58-001dd8b724b7""]",2025-09-24 17:16:24.260269-04:00
10515898,S University Ave,MI,DNC9588,,2025-09-13 09:42:00-04:00,,OPEN,35.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6IjliNWRhZmJlLWE3OTAtZjAxMS04ZTU4LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI",PHOTO(S)TAKENSEC10:1384(3)TABH,"[""A29 C126 10:138 (3) A29-PARKING OTHER""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=9b5dafbe-a790-f011-8e58-001dd8b724b7&MediaId=a75eafbe-a790-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=9b5dafbe-a790-f011-8e58-001dd8b724b7&MediaId=a85eafbe-a790-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=9b5dafbe-a790-f011-8e58-001dd8b724b7&MediaId=426e38c5-a790-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=9b5dafbe-a790-f011-8e58-001dd8b724b7&MediaId=436e38c5-a790-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=9b5dafbe-a790-f011-8e58-001dd8b724b7&MediaId=456e38c5-a790-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=9b5dafbe-a790-f011-8e58-001dd8b724b7&MediaId=466e38c5-a790-f011-8e58-001dd8b724b7""]",2025-09-24 17:16:32.594171-04:00
10515905,E University Ave,MI,DCZ452,,2025-09-13 09:58:00-04:00,,OPEN,25.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6IjA2MmQ1NzA1LWFhOTAtZjAxMS04ZTU4LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI",SPACE:4631NOPAYMENTSINCE:4:25,"[""A01 C126 10:72 (1) A01-PARKED AT EXPIRED METER""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=062d5705-aa90-f011-8e58-001dd8b724b7&MediaId=37e0640b-aa90-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=062d5705-aa90-f011-8e58-001dd8b724b7&MediaId=e77afa11-aa90-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=062d5705-aa90-f011-8e58-001dd8b724b7&MediaId=eb7afa11-aa90-f011-8e58-001dd8b724b7""]",2025-09-24 17:16:43.239433-04:00
10515909,E University Ave,MI,EXW9814,,2025-09-13 10:04:00-04:00,,OPEN,25.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6IjdmOTIzOGQ1LWFhOTAtZjAxMS04ZTU4LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI",SPACE:4632NOPAYMENTSINCE:5:53,"[""A01 C126 10:72 (1) A01-PARKED AT EXPIRED METER""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=7f9238d5-aa90-f011-8e58-001dd8b724b7&MediaId=45825ae2-aa90-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=7f9238d5-aa90-f011-8e58-001dd8b724b7&MediaId=d64368e8-aa90-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=7f9238d5-aa90-f011-8e58-001dd8b724b7&MediaId=dc4368e8-aa90-f011-8e58-001dd8b724b7""]",2025-09-24 17:16:49.971611-04:00
10515910,E University Ave,MI,EHK3540,,2025-09-13 10:06:00-04:00,,OPEN,25.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6ImU4YzIwZDFhLWFiOTAtZjAxMS04ZTU4LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI",SPACE:4662NOPAYMENTSINCE:9:53,"[""A01 C126 10:72 (1) A01-PARKED AT EXPIRED METER""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=e8c20d1a-ab90-f011-8e58-001dd8b724b7&MediaId=3cc40d1a-ab90-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=e8c20d1a-ab90-f011-8e58-001dd8b724b7&MediaId=14c60d1a-ab90-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=e8c20d1a-ab90-f011-8e58-001dd8b724b7&MediaId=18c60d1a-ab90-f011-8e58-001dd8b724b7""]",2025-09-24 17:16:54.387638-04:00
10515918,Tappan St,WI,29936AFT,,2025-09-13 10:21:00-04:00,,OPEN,25.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6ImQwZGM3ODEwLWFkOTAtZjAxMS04ZTU4LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI",SPACE:4618NOPAYMENTSINCE:10:07,"[""A01 C126 10:72 (1) A01-PARKED AT EXPIRED METER""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=d0dc7810-ad90-f011-8e58-001dd8b724b7&MediaId=10e17810-ad90-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=d0dc7810-ad90-f011-8e58-001dd8b724b7&MediaId=91e17810-ad90-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=d0dc7810-ad90-f011-8e58-001dd8b724b7&MediaId=9df8a716-ad90-f011-8e58-001dd8b724b7""]",2025-09-24 17:17:06.073504-04:00
10515919,Tappan St,MI,22397RF,,2025-09-13 10:22:00-04:00,,OPEN,25.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6ImU2ZWUwMTU1LWFkOTAtZjAxMS04ZTU4LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI",SPACE:4614NOPAYMENTSINCE:6:16,"[""A01 C126 10:72 (1) A01-PARKED AT EXPIRED METER""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=e6ee0155-ad90-f011-8e58-001dd8b724b7&MediaId=01f10155-ad90-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=e6ee0155-ad90-f011-8e58-001dd8b724b7&MediaId=6a39275b-ad90-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=e6ee0155-ad90-f011-8e58-001dd8b724b7&MediaId=7139275b-ad90-f011-8e58-001dd8b724b7""]",2025-09-24 17:17:10.395396-04:00
10515925,Oakland Ave,MI,ENL1187,,2025-09-13 10:36:00-04:00,,OPEN,35.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6ImYwMTkwOTRhLWFmOTAtZjAxMS04ZTU4LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI","PHOTO(S)TAKENTOWAWAYZONE,SIGNS","[""A04 C126 10:59 (1) A04-PARKED IN NO PARKING ZONE SIGNED""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=f019094a-af90-f011-8e58-001dd8b724b7&MediaId=87cfb5b5-af90-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=f019094a-af90-f011-8e58-001dd8b724b7&MediaId=65d346bd-af90-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=f019094a-af90-f011-8e58-001dd8b724b7&MediaId=66d346bd-af90-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=f019094a-af90-f011-8e58-001dd8b724b7&MediaId=67d346bd-af90-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=f019094a-af90-f011-8e58-001dd8b724b7&MediaId=72d346bd-af90-f011-8e58-001dd8b724b7""]",2025-09-24 17:17:19.815416-04:00
10515927,Church St,MI,EYD1730,,2025-09-13 10:45:00-04:00,,OPEN,25.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6IjQwYzU0MTY2LWIwOTAtZjAxMS04ZTU4LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI",SPACE:4731NOPAYMENTSINCE:10:17,"[""A01 C126 10:72 (1) A01-PARKED AT EXPIRED METER""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=40c54166-b090-f011-8e58-001dd8b724b7&MediaId=7e341573-b090-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=40c54166-b090-f011-8e58-001dd8b724b7&MediaId=49049979-b090-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=40c54166-b090-f011-8e58-001dd8b724b7&MediaId=4d049979-b090-f011-8e58-001dd8b724b7""]",2025-09-24 17:17:24.909125-04:00
10515931,E University Ave,MI,EWQ0331,,2025-09-13 11:12:00-04:00,,OPEN,45.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6ImE0MWYwZjUxLWI0OTAtZjAxMS04ZTU4LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI",PHOTO(S)TAKENNOPARKING,"[""A08 C126 10:62 A08-PARKED LOADING ZONE SIGNS POSTED""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=a41f0f51-b490-f011-8e58-001dd8b724b7&MediaId=68080857-b490-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=a41f0f51-b490-f011-8e58-001dd8b724b7&MediaId=76080857-b490-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=a41f0f51-b490-f011-8e58-001dd8b724b7&MediaId=78080857-b490-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=a41f0f51-b490-f011-8e58-001dd8b724b7&MediaId=7b080857-b490-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=a41f0f51-b490-f011-8e58-001dd8b724b7&MediaId=7c080857-b490-f011-8e58-001dd8b724b7""]",2025-09-24 17:17:33.484156-04:00
10515932,S University Ave,IA,OYT083,,2025-09-13 11:14:00-04:00,,OPEN,25.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6IjE3ZjkxYzllLWI0OTAtZjAxMS04ZTU4LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI",SPACE:5780NOPAYMENTSINCE:8:37,"[""A01 C126 10:72 (1) A01-PARKED AT EXPIRED METER""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=17f91c9e-b490-f011-8e58-001dd8b724b7&MediaId=57fa1c9e-b490-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=17f91c9e-b490-f011-8e58-001dd8b724b7&MediaId=59fc1c9e-b490-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=17f91c9e-b490-f011-8e58-001dd8b724b7&MediaId=5afc1c9e-b490-f011-8e58-001dd8b724b7""]",2025-09-24 17:17:37.928993-04:00
10515933,S University Ave,MI,0NMN36,,2025-09-13 11:15:00-04:00,,OPEN,25.00,https://annarbor.citationportal.com/Citation/Information?i=eyJhIjoiNWZlYWY0ODgtMWExYS1lZjExLThlNDEtMDAxZGQ4YjcyNGI3IiwiYyI6ImJiZjkxYzllLWI0OTAtZjAxMS04ZTU4LTAwMWRkOGI3MjRiNyJ9,"City of Ann Arbor, MI",SPACE:5789NOPAYMENTSINCE:10:45,"[""A01 C126 10:72 (1) A01-PARKED AT EXPIRED METER""]","[""https://annarbor.citationportal.com/Citation/Image?CitationId=bbf91c9e-b490-f011-8e58-001dd8b724b7&MediaId=5cfc1c9e-b490-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=bbf91c9e-b490-f011-8e58-001dd8b724b7&MediaId=cbce66a4-b490-f011-8e58-001dd8b724b7"", ""https://annarbor.citationportal.com/Citation/Image?CitationId=bbf91c9e-b490-f011-8e58-001dd8b724b7&MediaId=cfce66a4-b490-f011-8e58-001dd8b724b7""]",2025-09-24 17:17:42.455967-04:00
